encoded_article,decoded_article,fame_score
History_of_Poland_%281945%E2%80%931989%29,History_of_Poland_(1945–1989),6.0
History_of_Portugal_%281777%E2%80%931834%29,History_of_Portugal_(1777–1834),5.0
History_of_Puerto_Rico,History_of_Puerto_Rico,4.0
History_of_Russia,History_of_Russia,7.0
History_of_Singapore,History_of_Singapore,6.0
History_of_Solidarity,History_of_Solidarity,5.0
History_of_South_Africa,History_of_South_Africa,6.0
History_of_South_Africa_in_the_apartheid_era,History_of_South_Africa_in_the_apartheid_era,5.0
History_of_South_Carolina,History_of_South_Carolina,4.0
History_of_Wikipedia,History_of_Wikipedia,6.0
History_of_computing_hardware,History_of_computing_hardware,5.0
History_of_democracy,History_of_democracy,7.0
History_of_education,History_of_education,6.0
History_of_merit_badges_%28Boy_Scouts_of_America%29,History_of_merit_badges_(Boy_Scouts_of_America),4.0
History_of_nuclear_weapons,History_of_nuclear_weapons,7.0
History_of_painting,History_of_painting,6.0
History_of_post-Soviet_Russia,History_of_post-Soviet_Russia,5.0
History_of_saffron,History_of_saffron,4.0
History_of_science,History_of_science,7.0
History_of_slavery,History_of_slavery,8.0
History_of_the_Australian_Capital_Territory,History_of_the_Australian_Capital_Territory,5.0
History_of_the_Grand_Canyon_area,History_of_the_Grand_Canyon_area,5.0
History_of_the_Internet,History_of_the_Internet,9.0
History_of_the_Netherlands,History_of_the_Netherlands,7.0
History_of_the_Panama_Canal,History_of_the_Panama_Canal,6.0
History_of_the_Portuguese_Communist_Party,History_of_the_Portuguese_Communist_Party,4.0
History_of_the_Royal_Australian_Navy,History_of_the_Royal_Australian_Navy,5.0
History_of_the_West_Indian_cricket_team,History_of_the_West_Indian_cricket_team,6.0
History_of_the_world,History_of_the_world,9.0
Ho_Chi_Minh,Ho_Chi_Minh,9.0
Ho_Chi_Minh_City,Ho_Chi_Minh_City,8.0
Holkham_Hall,Holkham_Hall,5.0
Hollandic,Hollandic,4.0
Holmium,Holmium,6.0
Holy_Roman_Empire,Holy_Roman_Empire,7.0
Homer,Homer,9.0
Homestar_Runner,Homestar_Runner,6.0
Homo_floresiensis,Homo_floresiensis,5.0
Honduras,Honduras,6.0
Honey,Honey,8.0
Honey_bee,Honey_bee,7.0
Hong_Kong,Hong_Kong,9.0
Hoover_Dam,Hoover_Dam,8.0
Hopman_Cup,Hopman_Cup,5.0
Horatio_Nelson%2C_1st_Viscount_Nelson,"Horatio_Nelson,_1st_Viscount_Nelson",7.0
Horn_of_Africa,Horn_of_Africa,6.0
Horse,Horse,7.0
Hot_air_balloon,Hot_air_balloon,6.0
House,House,9.0
House_Martin,House_Martin,5.0
House_Sparrow,House_Sparrow,6.0
House_of_Lords,House_of_Lords,7.0
Household_income_in_the_United_States,Household_income_in_the_United_States,5.0
Houston%2C_Texas,"Houston,_Texas",8.0
Hovercraft,Hovercraft,6.0
Howards_End,Howards_End,7.0
Howland_Island,Howland_Island,4.0
Hrafnkels_saga,Hrafnkels_saga,4.0
Hubbard_Glacier,Hubbard_Glacier,3.0
Hubble%27s_law,Hubble's_law,7.0
Hubble_Deep_Field,Hubble_Deep_Field,6.0
Hubble_Space_Telescope,Hubble_Space_Telescope,9.0
Hudson_Bay,Hudson_Bay,6.0
Hugo_Wolf,Hugo_Wolf,4.0
Human,Human,10.0
Human_abdomen,Human_abdomen,6.0
Human_dignity,Human_dignity,5.0
Human_rights,Human_rights,7.0
Humanism,Humanism,6.0
Humanities,Humanities,8.0
Humbert_Roque_Versace,Humbert_Roque_Versace,3.0
Humour,Humour,7.0
Humpback_Whale,Humpback_Whale,8.0
Humphry_Davy,Humphry_Davy,6.0
Humus,Humus,4.0
Hundred_Years%27_War,Hundred_Years'_War,7.0
Hungary,Hungary,9.0
Hunger,Hunger,6.0
Huntington%27s_disease,Huntington's_disease,6.0
Hurricane_Alex_%282004%29,Hurricane_Alex_(2004),5.0
Hurricane_Andrew,Hurricane_Andrew,7.0
Hurricane_Camille,Hurricane_Camille,6.0
Hurricane_Charley,Hurricane_Charley,6.0
Hurricane_Danny_%281997%29,Hurricane_Danny_(1997),4.0
Hurricane_David,Hurricane_David,5.0
Hurricane_Dennis,Hurricane_Dennis,5.0
Hurricane_Edouard_%281996%29,Hurricane_Edouard_(1996),4.0
Hurricane_Epsilon_%282005%29,Hurricane_Epsilon_(2005),4.0
Hurricane_Felix_%281995%29,Hurricane_Felix_(1995),4.0
Hurricane_Floyd,Hurricane_Floyd,7.0
Hurricane_Georges,Hurricane_Georges,6.0
Hurricane_Gloria,Hurricane_Gloria,6.0
Hurricane_Ivan,Hurricane_Ivan,7.0
Hurricane_John_%281994%29,Hurricane_John_(1994),5.0
Hurricane_John_%282006%29,Hurricane_John_(2006),5.0
Hurricane_Katrina,Hurricane_Katrina,9.0
Hurricane_Lenny,Hurricane_Lenny,5.0
Hurricane_Marty_%282003%29,Hurricane_Marty_(2003),6.0
Hurricane_Mitch,Hurricane_Mitch,7.0
Hurricane_Philippe_%282005%29,Hurricane_Philippe_(2005),4.0
Hurricane_Vince_%282005%29,Hurricane_Vince_(2005),3.0
Husein_Grada%C5%A1%C4%8Devi%C4%87,Husein_Gradaščević,2.0
Hutu,Hutu,5.0
Hyde_Park%2C_London,"Hyde_Park,_London",6.0
Hydrochloric_acid,Hydrochloric_acid,5.0
Hydrogen,Hydrogen,5.0
Hydrogen_peroxide,Hydrogen_peroxide,6.0
Hydrology,Hydrology,5.0
Hyena,Hyena,4.0
Hymenoptera,Hymenoptera,7.0
Hypsilophodon,Hypsilophodon,5.0
IG_Farben_Building,IG_Farben_Building,4.0
IPod,IPod,8.0
ITunes,ITunes,7.0
I_Ching,I_Ching,6.0
I_Want_to_Hold_Your_Hand,I_Want_to_Hold_Your_Hand,8.0
Ibn_Battuta,Ibn_Battuta,7.0
Ice,Ice,6.0
Ice_age,Ice_age,6.0
Ice_hockey,Ice_hockey,8.0
Ice_sheet,Ice_sheet,4.0
Iceland,Iceland,7.0
Iceland_hotspot,Iceland_hotspot,3.0
Ichthyosaur,Ichthyosaur,6.0
Idit_Harel_Caperton,Idit_Harel_Caperton,3.0
Idolatry,Idolatry,5.0
Igneous_rock,Igneous_rock,6.0
Igor_Stravinsky,Igor_Stravinsky,7.0
Iguanodon,Iguanodon,5.0
Ike_Altgens,Ike_Altgens,5.0
Imagism,Imagism,6.0
Immanuel_Kant,Immanuel_Kant,8.0
Imperative_programming,Imperative_programming,5.0
Imperial_Japanese_Navy,Imperial_Japanese_Navy,6.0
Impressionism,Impressionism,7.0
Inca_Empire,Inca_Empire,7.0
Income_disparity,Income_disparity,5.0
India,India,10.0
Indian_Institutes_of_Technology,Indian_Institutes_of_Technology,8.0
Indian_Ocean,Indian_Ocean,8.0
Indian_Peafowl,Indian_Peafowl,6.0
Indian_Railways,Indian_Railways,8.0
Indian_Standard_Time,Indian_Standard_Time,5.0
Indian_cricket_team,Indian_cricket_team,7.0
Indian_independence_movement,Indian_independence_movement,8.0
Indira_Gandhi,Indira_Gandhi,9.0
Indium,Indium,6.0
Indo-Greek_Kingdom,Indo-Greek_Kingdom,7.0
Indonesia,Indonesia,8.0
Indonesian_language,Indonesian_language,6.0
Indricotherium,Indricotherium,3.0
Inductance,Inductance,4.0
Indus_River,Indus_River,6.0
Indus_Valley_Civilization,Indus_Valley_Civilization,7.0
Industrial_Revolution,Industrial_Revolution,7.0
Industry,Industry,5.0
Information,Information,6.0
Infrastructure,Infrastructure,6.0
Inner_Hebrides,Inner_Hebrides,4.0
Insect,Insect,7.0
Insulin,Insulin,8.0
Integrated_circuit,Integrated_circuit,6.0
Intel_Corporation,Intel_Corporation,8.0
Intelligence,Intelligence,8.0
InterBase,InterBase,4.0
International_Court_of_Justice,International_Court_of_Justice,7.0
International_English,International_English,5.0
International_Red_Cross_and_Red_Crescent_Movement,International_Red_Cross_and_Red_Crescent_Movement,8.0
International_Space_Station,International_Space_Station,9.0
International_human_rights_instruments,International_human_rights_instruments,7.0
International_law,International_law,8.0
Internet,Internet,10.0
Internet_Explorer,Internet_Explorer,8.0
Interpol,Interpol,8.0
Introduction_to_special_relativity,Introduction_to_special_relativity,6.0
Invasion,Invasion,6.0
Invasion_of_Grenada,Invasion_of_Grenada,5.0
Invasive_species,Invasive_species,5.0
Invertebrate,Invertebrate,6.0
Investment_banking,Investment_banking,8.0
Iodine,Iodine,6.0
Iowa_class_battleship,Iowa_class_battleship,5.0
Ipswich,Ipswich,4.0
Iran,Iran,9.0
Iranian_peoples,Iranian_peoples,5.0
Iraq,Iraq,8.0
Iraq_War,Iraq_War,8.0
Iraq_and_weapons_of_mass_destruction,Iraq_and_weapons_of_mass_destruction,7.0
Ireland,Ireland,8.0
Ireland_King_of_Arms,Ireland_King_of_Arms,5.0
Iridium,Iridium,7.0
Irish_Sea,Irish_Sea,6.0
Irish_people,Irish_people,8.0
Irish_poetry,Irish_poetry,6.0
Irish_theatre,Irish_theatre,6.0
Iron,Iron,9.0
Iron%28III%29_chloride,Iron(III)_chloride,5.0
Iron_Age,Iron_Age,6.0
Iron_Maiden,Iron_Maiden,7.0
Iron_Mike,Iron_Mike,6.0
Irrigation,Irrigation,7.0
Isaac,Isaac,5.0
Isaac_Asimov,Isaac_Asimov,8.0
Isaac_Brock,Isaac_Brock,4.0
Isaac_Newton,Isaac_Newton,9.0
Isambard_Kingdom_Brunel,Isambard_Kingdom_Brunel,6.0
Isan,Isan,3.0
Ishango_bone,Ishango_bone,2.0
Isis,Isis,8.0
Islam,Islam,10.0
Islamic_republic,Islamic_republic,7.0
Island_Fox,Island_Fox,3.0
Isle_of_Man,Isle_of_Man,6.0
Isle_of_Wight,Isle_of_Wight,5.0
Isles_of_Scilly,Isles_of_Scilly,3.0
Isospin,Isospin,4.0
Israel,Israel,9.0
Issyk_Kul,Issyk_Kul,4.0
Istanbul,Istanbul,8.0
Italian_Renaissance,Italian_Renaissance,8.0
Italian_War_of_1521,Italian_War_of_1521,5.0
Italo_disco,Italo_disco,6.0
Italy,Italy,9.0
Ivan_IV_of_Russia,Ivan_IV_of_Russia,7.0
Ivory,Ivory,4.0
Ivory-billed_Woodpecker,Ivory-billed_Woodpecker,6.0
J%C3%B3rv%C3%ADk,Jórvík,4.0
J%C3%B3zef_Pi%C5%82sudski,Józef_Piłsudski,6.0
J._J._Thomson,J._J._Thomson,7.0
J._K._Rowling,J._K._Rowling,9.0
J._M._W._Turner,J._M._W._Turner,7.0
J._R._R._Tolkien,J._R._R._Tolkien,9.0
J._S._Fry_%26_Sons,J._S._Fry_&_Sons,3.0
Jack_Kerouac,Jack_Kerouac,8.0
Jackal,Jackal,5.0
Jackanory,Jackanory,4.0
Jackdaw,Jackdaw,6.0
Jackie_Robinson,Jackie_Robinson,7.0
Jacob_Riis,Jacob_Riis,5.0
Jacobite_rising,Jacobite_rising,6.0
Jacques-Louis_David,Jacques-Louis_David,7.0
Jacques_Cartier,Jacques_Cartier,7.0
Jakarta,Jakarta,8.0
Jake_Gyllenhaal,Jake_Gyllenhaal,8.0
Jamaica,Jamaica,9.0
James_Bond,James_Bond,10.0
James_Buchanan,James_Buchanan,6.0
James_Callaghan,James_Callaghan,6.0
James_Clerk_Maxwell,James_Clerk_Maxwell,7.0
James_Cook,James_Cook,8.0
James_D._Watson,James_D._Watson,8.0
James_Garfield,James_Garfield,7.0
James_II_of_England,James_II_of_England,6.0
James_I_of_England,James_I_of_England,6.0
James_Joyce,James_Joyce,8.0
James_K._Polk,James_K._Polk,6.0
James_Lovelock,James_Lovelock,5.0
James_Monroe,James_Monroe,6.0
James_Stewart_%28actor%29,James_Stewart_(actor),7.0
James_T._Aubrey%2C_Jr.,"James_T._Aubrey,_Jr.",6.0
James_Watt,James_Watt,7.0
Jan_Mayen,Jan_Mayen,5.0
Jane_Austen,Jane_Austen,9.0
Jane_Eyre,Jane_Eyre,8.0
Jane_Fonda,Jane_Fonda,8.0
Japan,Japan,10.0
Japanese_grammar,Japanese_grammar,6.0
Japanese_war_crimes,Japanese_war_crimes,7.0
Japanese_yen,Japanese_yen,7.0
Jarvis_Island,Jarvis_Island,3.0
Jaws_%28film%29,Jaws_(film),8.0
Jazz,Jazz,9.0
Jean-Jacques_Rousseau,Jean-Jacques_Rousseau,8.0
Jean_Charles_de_Menezes,Jean_Charles_de_Menezes,6.0
Jehovah,Jehovah,7.0
Jerry_Fodor,Jerry_Fodor,5.0
Jersey,Jersey,4.0
Jersey_Zoological_Park,Jersey_Zoological_Park,9.0
Jerusalem,Jerusalem,9.0
Jesse_Owens,Jesse_Owens,9.0
Jesus,Jesus,10.0
Jet_Set_Willy,Jet_Set_Willy,3.0
Jet_engine,Jet_engine,8.0
Jew,Jew,7.0
Jewellery,Jewellery,6.0
Jiaogulan,Jiaogulan,2.0
Jimmy_Carter,Jimmy_Carter,8.0
Jimmy_Wales,Jimmy_Wales,6.0
Joan_of_Arc,Joan_of_Arc,8.0
Jocelin,Jocelin,5.0
Joel_Brand,Joel_Brand,3.0
Johann_Pachelbel,Johann_Pachelbel,6.0
Johann_Sebastian_Bach,Johann_Sebastian_Bach,9.0
Johann_Wolfgang_Goethe,Johann_Wolfgang_Goethe,8.0
Johannes_Gutenberg,Johannes_Gutenberg,7.0
Johannes_Kepler,Johannes_Kepler,6.0
Johannes_Ockeghem,Johannes_Ockeghem,5.0
Johannesburg,Johannesburg,7.0
John_A.T._Robinson,John_A.T._Robinson,4.0
John_Adams,John_Adams,8.0
John_Bull_%28locomotive%29,John_Bull_(locomotive),3.0
John_Cabot,John_Cabot,6.0
John_Calvin,John_Calvin,7.0
John_Constable,John_Constable,5.0
John_Dee,John_Dee,4.0
John_F._Kennedy,John_F._Kennedy,9.0
John_F._Kennedy_assassination,John_F._Kennedy_assassination,8.0
John_Flamsteed,John_Flamsteed,4.0
John_Henninger_Reagan,John_Henninger_Reagan,3.0
John_Howard,John_Howard,7.0
John_Locke,John_Locke,9.0
John_Logie_Baird,John_Logie_Baird,7.0
John_Marshall,John_Marshall,8.0
John_Maynard_Keynes,John_Maynard_Keynes,8.0
John_McEnroe,John_McEnroe,8.0
John_Millington_Synge,John_Millington_Synge,6.0
John_Milton,John_Milton,8.0
John_Pershing,John_Pershing,6.0
John_Seigenthaler%2C_Sr.,"John_Seigenthaler,_Sr.",5.0
John_Sentamu,John_Sentamu,7.0
John_Tyler,John_Tyler,6.0
John_Vanbrugh,John_Vanbrugh,6.0
John_W._Campbell,John_W._Campbell,7.0
John_W._Johnston,John_W._Johnston,5.0
John_of_England,John_of_England,8.0
John_von_Neumann,John_von_Neumann,9.0
Johnny_Appleseed,Johnny_Appleseed,7.0
Johnston_Atoll,Johnston_Atoll,5.0
Jomsvikings,Jomsvikings,5.0
Jonah_Lomu,Jonah_Lomu,8.0
Jonathan_Wild,Jonathan_Wild,5.0
Jordan,Jordan,7.0
Jordan_River,Jordan_River,6.0
Jordanhill_railway_station,Jordanhill_railway_station,3.0
Jorge_Luis_Borges,Jorge_Luis_Borges,9.0
Joseph_Haydn,Joseph_Haydn,8.0
Joseph_Stalin,Joseph_Stalin,9.0
Joseph_and_the_Amazing_Technicolor_Dreamcoat,Joseph_and_the_Amazing_Technicolor_Dreamcoat,6.0
Josephus,Josephus,7.0
Juan_Sebasti%C3%A1n_Elcano,Juan_Sebastián_Elcano,8.0
Judaism,Judaism,9.0
Juice,Juice,5.0
Julius_Caesar,Julius_Caesar,9.0
Julius_and_Ethel_Rosenberg,Julius_and_Ethel_Rosenberg,7.0
July_2006_Java_earthquake,July_2006_Java_earthquake,3.0
Jump_rope,Jump_rope,4.0
Juniper_berry,Juniper_berry,3.0
Jupiter,Jupiter,9.0
Jupiter_%28mythology%29,Jupiter_(mythology),8.0
Jurassic,Jurassic,4.0
Juvenile_delinquency,Juvenile_delinquency,5.0
Jyllands-Posten_Muhammad_cartoons_controversy,Jyllands-Posten_Muhammad_cartoons_controversy,6.0
K%C4%ABlauea,Kīlauea,7.0
Kaffir_lime,Kaffir_lime,3.0
Kakapo,Kakapo,6.0
Kakariki,Kakariki,4.0
Kangaroo,Kangaroo,8.0
Kansas_City%2C_Missouri,"Kansas_City,_Missouri",7.0
Karachi,Karachi,7.0
Kargil_War,Kargil_War,7.0
Karikkoselk%C3%A4,Karikkoselkä,3.0
Karl_Benz,Karl_Benz,6.0
Karl_Marx,Karl_Marx,9.0
Karl_Popper,Karl_Popper,7.0
Kashmir_region,Kashmir_region,8.0
Katana,Katana,5.0
Katyn_massacre,Katyn_massacre,6.0
Kazakhstan,Kazakhstan,8.0
Keira_Knightley,Keira_Knightley,8.0
Kenya,Kenya,8.0
Kerala,Kerala,6.0
Kestrel,Kestrel,5.0
Keurusselk%C3%A4,Keurusselkä,2.0
Kevin_Spacey,Kevin_Spacey,8.0
Khan_Wali_Khan,Khan_Wali_Khan,3.0
Khartoum,Khartoum,6.0
Khazars,Khazars,4.0
Khudai_Khidmatgar,Khudai_Khidmatgar,3.0
Kidnapped_%28novel%29,Kidnapped_(novel),5.0
Kiev,Kiev,8.0
Kigali,Kigali,6.0
Kigo,Kigo,4.0
King_Arthur,King_Arthur,9.0
King_Kong_%281933_film%29,King_Kong_(1933_film),9.0
King_Kong_%282005_film%29,King_Kong_(2005_film),8.0
Kingman_Reef,Kingman_Reef,3.0
Kipchaks_in_Georgia,Kipchaks_in_Georgia,2.0
Kiribati,Kiribati,5.0
Kite_%28bird%29,Kite_(bird),4.0
Kitsch,Kitsch,5.0
Klinefelter%27s_syndrome,Klinefelter's_syndrome,3.0
Knights_of_Columbus,Knights_of_Columbus,6.0
Kochi_%28India%29,Kochi_(India),4.0
Kofi_Annan,Kofi_Annan,7.0
Kohlberg%27s_stages_of_moral_development,Kohlberg's_stages_of_moral_development,5.0
Kolkata,Kolkata,6.0
Konrad_Lorenz,Konrad_Lorenz,4.0
Kookaburra,Kookaburra,5.0
Korea,Korea,6.0
Koryaksky,Koryaksky,5.0
Kosovo,Kosovo,8.0
Krag-J%C3%B8rgensen,Krag-Jørgensen,3.0
Krakatoa,Krakatoa,7.0
Krazy_Kat,Krazy_Kat,4.0
Krill,Krill,6.0
Krypton,Krypton,5.0
Ku_Klux_Klan,Ku_Klux_Klan,8.0
Kuala_Lumpur,Kuala_Lumpur,7.0
Kubla_Khan,Kubla_Khan,6.0
Kuiper_belt,Kuiper_belt,8.0
Kurt_Cobain,Kurt_Cobain,9.0
Kuru_%28disease%29,Kuru_(disease),6.0
Kuwait,Kuwait,7.0
Kuwait_City,Kuwait_City,7.0
Kylie_Minogue,Kylie_Minogue,8.0
Kyoto_Protocol,Kyoto_Protocol,7.0
Kyrgyzstan,Kyrgyzstan,6.0
L._S._Lowry,L._S._Lowry,5.0
LANSA_Cuzco_Crash,LANSA_Cuzco_Crash,4.0
La_Grande_Arm%C3%A9e,La_Grande_Armée,7.0
La_Paz,La_Paz,7.0
Labor_Day_Hurricane_of_1935,Labor_Day_Hurricane_of_1935,6.0
Ladysmith_Black_Mambazo,Ladysmith_Black_Mambazo,6.0
Lagos,Lagos,8.0
Laika,Laika,7.0
Lake_Albert,Lake_Albert,5.0
Lake_Baikal,Lake_Baikal,8.0
Lake_Burley_Griffin,Lake_Burley_Griffin,5.0
Lake_Chad,Lake_Chad,5.0
Lake_District,Lake_District,7.0
Lake_Edward,Lake_Edward,5.0
Lake_Kariba,Lake_Kariba,5.0
Lake_Kivu,Lake_Kivu,5.0
Lake_Malawi,Lake_Malawi,5.0
Lake_Mead,Lake_Mead,6.0
Lake_Powell,Lake_Powell,6.0
Lake_Superior,Lake_Superior,6.0
Lake_Tahoe,Lake_Tahoe,6.0
Lake_Tanganyika,Lake_Tanganyika,5.0
Lake_Titicaca,Lake_Titicaca,7.0
Lake_Toba,Lake_Toba,5.0
Lake_Turkana,Lake_Turkana,5.0
Lake_Victoria,Lake_Victoria,8.0
Lake_Vostok,Lake_Vostok,6.0
Lance_Armstrong,Lance_Armstrong,9.0
Lancia_Flaminia,Lancia_Flaminia,6.0
Land_%28economics%29,Land_(economics),4.0
Landform,Landform,4.0
Landscape,Landscape,5.0
Language,Language,9.0
Lanthanum,Lanthanum,3.0
Laos,Laos,6.0
Laozi,Laozi,7.0
Las_Palmas_de_Gran_Canaria,Las_Palmas_de_Gran_Canaria,5.0
Las_Vegas%2C_Nevada,"Las_Vegas,_Nevada",8.0
Last_Supper,Last_Supper,7.0
Latin,Latin,6.0
Latin_America,Latin_America,7.0
Latin_alphabet,Latin_alphabet,6.0
Latvia,Latvia,6.0
Laurence_Olivier,Laurence_Olivier,7.0
Laurent_Fignon,Laurent_Fignon,6.0
Lavender,Lavender,5.0
Law,Law,8.0
Lawn,Lawn,5.0
Lawrencium,Lawrencium,4.0
Laws_in_Wales_Acts_1535%E2%80%931542,Laws_in_Wales_Acts_1535–1542,2.0
Layla,Layla,6.0
Lead,Lead,5.0
Lead%28II%29_nitrate,Lead(II)_nitrate,4.0
League_of_Nations,League_of_Nations,7.0
Leaning_Tower_of_Pisa,Leaning_Tower_of_Pisa,8.0
Lebanon,Lebanon,6.0
Leeds,Leeds,5.0
Lego,Lego,9.0
Leicester,Leicester,5.0
Leif_Ericson,Leif_Ericson,6.0
Leisure,Leisure,5.0
Lemon,Lemon,6.0
Lemon_balm,Lemon_balm,3.0
Lemon_myrtle,Lemon_myrtle,3.0
Lens_%28anatomy%29,Lens_(anatomy),4.0
Leo_%28constellation%29,Leo_(constellation),5.0
Leo_Tolstoy,Leo_Tolstoy,8.0
Leon_Trotsky,Leon_Trotsky,7.0
Leonardo_da_Vinci,Leonardo_da_Vinci,10.0
Leonhard_Euler,Leonhard_Euler,6.0
Lerwick,Lerwick,3.0
Lesotho,Lesotho,5.0
Lesothosaurus,Lesothosaurus,6.0
Lettuce,Lettuce,7.0
Levee_failures_in_Greater_New_Orleans%2C_2005,"Levee_failures_in_Greater_New_Orleans,_2005",2.0
Lhasa,Lhasa,6.0
Liberal_Democrats,Liberal_Democrats,6.0
Liberal_democracy,Liberal_democracy,6.0
Liberalism,Liberalism,7.0
Liberia,Liberia,5.0
Libertarianism,Libertarianism,6.0
Library,Library,8.0
Library_of_Alexandria,Library_of_Alexandria,8.0
Library_of_Congress,Library_of_Congress,9.0
Libreville,Libreville,5.0
Libya,Libya,7.0
Liechtenstein,Liechtenstein,6.0
Life,Life,9.0
Light,Light,6.0
Lighthouse_of_Alexandria,Lighthouse_of_Alexandria,5.0
Lighting_designer,Lighting_designer,6.0
Lightning_rod,Lightning_rod,7.0
Lille,Lille,7.0
Lilongwe,Lilongwe,5.0
Lima,Lima,8.0
Limerick,Limerick,6.0
Lincoln_%28automobile%29,Lincoln_(automobile),3.0
Lincoln_Town_Car,Lincoln_Town_Car,4.0
Lindisfarne_Gospels,Lindisfarne_Gospels,5.0
Linear_algebra,Linear_algebra,6.0
Linguistics,Linguistics,7.0
Link_%28The_Legend_of_Zelda%29,Link_(The_Legend_of_Zelda),4.0
Linnet,Linnet,6.0
Linus_Pauling,Linus_Pauling,8.0
Linus_Torvalds,Linus_Torvalds,9.0
Linux,Linux,10.0
Lion,Lion,6.0
Lipid,Lipid,5.0
Liquid_crystal,Liquid_crystal,6.0
Lisbon,Lisbon,7.0
List_of_African_countries,List_of_African_countries,5.0
List_of_Archbishops_of_Canterbury,List_of_Archbishops_of_Canterbury,5.0
List_of_Asian_countries,List_of_Asian_countries,6.0
List_of_Canadian_provinces_and_territories_by_area,List_of_Canadian_provinces_and_territories_by_area,5.0
List_of_European_Union_member_states_by_accession,List_of_European_Union_member_states_by_accession,6.0
List_of_European_countries,List_of_European_countries,7.0
List_of_French_monarchs,List_of_French_monarchs,5.0
List_of_North_American_countries,List_of_North_American_countries,6.0
List_of_Oceanian_countries,List_of_Oceanian_countries,5.0
List_of_Prime_Ministers_of_the_United_Kingdom,List_of_Prime_Ministers_of_the_United_Kingdom,7.0
List_of_South_American_countries,List_of_South_American_countries,6.0
List_of_Test_cricket_triple_centuries,List_of_Test_cricket_triple_centuries,4.0
List_of_U.S._states_by_date_of_statehood,List_of_U.S._states_by_date_of_statehood,6.0
List_of_animal_welfare_groups,List_of_animal_welfare_groups,5.0
List_of_areas_in_the_National_Park_System_of_the_United_States,List_of_areas_in_the_National_Park_System_of_the_United_States,4.0
List_of_circulating_currencies,List_of_circulating_currencies,6.0
List_of_countries,List_of_countries,7.0
List_of_countries_by_system_of_government,List_of_countries_by_system_of_government,5.0
List_of_elements_by_name,List_of_elements_by_name,6.0
List_of_essential_oils,List_of_essential_oils,4.0
List_of_lakes,List_of_lakes,4.0
List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,5.0
List_of_minerals,List_of_minerals,2.0
List_of_monarchs_in_the_British_Isles,List_of_monarchs_in_the_British_Isles,4.0
List_of_particles,List_of_particles,3.0
List_of_popes,List_of_popes,6.0
List_of_rivers_by_length,List_of_rivers_by_length,3.0
List_of_sovereign_states,List_of_sovereign_states,5.0
List_of_universities_in_the_United_Kingdom,List_of_universities_in_the_United_Kingdom,4.0
List_of_vegetable_oils,List_of_vegetable_oils,3.0
List_of_world%27s_largest_lakes,List_of_world's_largest_lakes,3.0
Literacy,Literacy,7.0
Literature,Literature,9.0
Lithium,Lithium,8.0
Lithium_aluminium_hydride,Lithium_aluminium_hydride,5.0
Lithuania,Lithuania,7.0
Little_Women,Little_Women,8.0
Liverpool,Liverpool,9.0
Liverpool_F.C.,Liverpool_F.C.,9.0
Liverpool_and_Manchester_Railway,Liverpool_and_Manchester_Railway,5.0
Llandudno,Llandudno,4.0
Llywelyn_the_Great,Llywelyn_the_Great,5.0
Local_community,Local_community,5.0
Local_government_in_the_United_Kingdom,Local_government_in_the_United_Kingdom,5.0
Loch,Loch,4.0
Loch_Ness,Loch_Ness,8.0
Logba_language,Logba_language,2.0
Logic,Logic,7.0
Logistics,Logistics,6.0
Lom%C3%A9,Lomé,5.0
London,London,9.0
London_Bridge,London_Bridge,7.0
London_Underground,London_Underground,8.0
London_Zoo,London_Zoo,7.0
London_sewerage_system,London_sewerage_system,4.0
Lone_Wolf_%28gamebooks%29,Lone_Wolf_(gamebooks),3.0
Long-billed_Vulture,Long-billed_Vulture,3.0
Long-tailed_Tit,Long-tailed_Tit,4.0
Long_pepper,Long_pepper,2.0
Longship,Longship,4.0
Looney_Tunes,Looney_Tunes,5.0
Lope_de_Barrientos,Lope_de_Barrientos,3.0
Lord%27s_Resistance_Army,Lord's_Resistance_Army,8.0
Lord_Voldemort,Lord_Voldemort,9.0
Los_Angeles%2C_California,"Los_Angeles,_California",10.0
Lost_%28TV_series%29,Lost_(TV_series),9.0
Lothal,Lothal,5.0
Lottie_Dod,Lottie_Dod,6.0
Louis_Armstrong,Louis_Armstrong,9.0
Louis_Freeh,Louis_Freeh,5.0
Louis_Jordan,Louis_Jordan,4.0
Louis_Pasteur,Louis_Pasteur,9.0
Louis_XIV_of_France,Louis_XIV_of_France,8.0
Louisville%2C_Kentucky,"Louisville,_Kentucky",7.0
Lovage,Lovage,3.0
Love,Love,6.0
Lucy%2C_Lady_Duff-Gordon,"Lucy,_Lady_Duff-Gordon",4.0
Ludwig_Wittgenstein,Ludwig_Wittgenstein,7.0
Ludwig_van_Beethoven,Ludwig_van_Beethoven,9.0
Luftwaffe,Luftwaffe,7.0
Luminiferous_aether,Luminiferous_aether,4.0
Lunar_eclipse,Lunar_eclipse,6.0
Lung_cancer,Lung_cancer,8.0
Lusaka,Lusaka,6.0
Lutetium,Lutetium,5.0
Luxembourg,Luxembourg,6.0
Luxembourg_%28city%29,Luxembourg_(city),7.0
Lyme_disease,Lyme_disease,7.0
Lyndon_B._Johnson,Lyndon_B._Johnson,9.0
Lynton_and_Barnstaple_Railway,Lynton_and_Barnstaple_Railway,4.0
